Source,Target
FAM173A,LUC7L2
FAM173A,PFN2
FAM173A,SH3GL3
FAM173A,TP53
NOL12,SAP18
DIS3L2,COPS6
DIS3L2,FEZ1
DIS3L2,VIM
FAM101B,ZBTB16
STK40,COPS6
TAF1D,HAP1
PGAM5,HSPA1B
PGAM5,SETDB1
MLLT3,RBM48
MLLT3,EEF1A1
MLLT3,PTN
MLLT3,LRIF1
MNAT1,COPS6
MNAT1,RBM48
MNAT1,EEF1A1
MNAT1,LRIF1
MPHOSPH6,APLP1
MPHOSPH6,RBM48
MPHOSPH6,GDF9
MPP3,HAP1
MPP3,MCM2
MRPL42,IKBKAP
MRPL44,IMMT
MRPS6,KIAA1377
MRPS6,LRIF1
MYCBP,COPS6
MYCBP,GDF9
MYCBP,PTN
MYH9,MYL9
NACA,APLP1
NACA,FUNDC2
NAP1L1,DLST
NAP1L5,HAP1
NAP1L5,KIAA1377
NAP1L5,LUC7L2
NAP1L5,MAGEH1
NAP1L5,PTN
NASP,LUC7L2
NDUFA6,TBPL1
NDUFB8,PFN2
NDUFB9,FEZ1
NDUFB9,IKBKAP
NDUFB9,SH3GL3
NDUFV2,KAT5
NEDD8,UCHL1
NFATC2,MED31
NFATC2,VIM
NHP2L1,XRCC6
NHP2L1,GTF3C1
NHP2L1,POLA2
NHP2L1,LRIF1
CRCT1,EEF1A1
CRCT1,KIAA1377
CRCT1,IGSF21
CRCT1,PTN
CRCT1,LRIF1
THOC7,CHD3
NIPSNAP3A,HAP1
NIPSNAP3A,IKBKAP
NIPSNAP3A,IMMT
NIPSNAP3A,SETDB1
NIT1,XRCC6
PNP,RBM48
NSF,FUNDC2
NUTF2,LUC7L2
OFD1,GPRASP1
OFD1,CCSER2
OFD1,KIAA1377
OFD1,LUC7L2
P4HB,FEZ1
PAEP,COPS6
PAEP,IGSF21
PAEP,LRIF1
PAFAH1B2,PARK2
PAFAH1B3,ECH1
PAFAH1B3,GBP2
PAFAH1B3,GDF9
PAFAH1B3,CCDC90B
PAFAH1B3,IGSF21
PAFAH1B3,PLEKHM1
PEBP1,STC2
PCDHA4,C14orf1
PCDHA4,RBM48
PCDHA4,GDF9
PCDHA4,IGSF21
NUP85,EEF1G
PDCD5,ACP5
PDCD7,FEZ1
PDCD7,HAP1
AIFM1,SETDB1
AIFM1,STC2
PECAM1,XRCC6
PELP1,BAG6
PELP1,TOM1L1
PEX14,SMARCC2
PFDN1,GPRASP1
PFDN1,HIP1
PFDN1,IMMT
PFDN1,PSME1
PFKL,COPS6
PFN1,C14orf1
PFN1,DLG5
PFN1,TLE1
PHC2,MCM2
PHF10,UTP14A
PHF10,SETDB1
PHF10,UNC119
PHYHIP,C14orf1
PHYHIP,COPS6
PHYHIP,EEF1A1
PHYHIP,MED8
PHYHIP,NDRG1
PHYHIP,TTR
PHYHIP,PNPLA2
PLAUR,EEF1A1
PLAUR,PFN2
PLEKHA4,EEF1G
PLEKHA4,KAT5
PLEKHA4,LRIF1
PLEKHA4,SETDB1
NOMO1,BAG6
NOMO1,TOM1L1
PMF1,MED31
PMF1,CRMP1
PMF1,PTN
Sep-05,KAT7
POLA2,SETDB1
POLB,TLE1
POLD1,CHGB
POLD1,KIAA1377
POLR2C,UBE2W
PPID,HAP1
PPID,KAT7
PPOX,HAP1
PPOX,IMMT
PPP1R16A,PUF60
PPP1R16A,TXNRD1
PPP1R8,C14orf1
PPP1R8,RBM48
PPP1R8,GBP2
PPP1R8,STC2
PPP5C,CSE1L
PQBP1,LRIF1
MOB4,MED31
MOB4,GDF9
MOB4,KIDINS220
MOB4,MYL6
MOB4,SCMH1
MOB4,SETDB1
MOB4,UBE2V2
PRG2,CHD3
PSAP,COPS6
PSG1,UTP14A
PSMB10,PTN
PSMD11,GDF9
PSMD11,CCSER2
PSMD11,CCDC90B
PSMD11,IGSF21
PSMD11,PTPRK
PSME1,PSME1
PSME1,VCL
PSME1,VIM
PSME3,HSPA5
PSPC1,NONO
PTEN,ANG
PTEN,CHGB
PTEN,COPS6
PTEN,HBA1
PTH,BAG6
PTH,FEZ1
PTPN4,LPL
PTPRS,CHD3
PTPRS,FEZ1
PTPRS,PFN2
PTPRS,UTP14A
PTPRS,SETDB1
QTRT1,COPS6
QTRT1,SETDB1
QTRT1,SH3GL3
QTRT1,UNC119
QTRT1,ZBTB16
RAB1A,CDKN1A
RAB1A,RFK
RAB27A,C14orf1
RAB27A,COPS6
RAB27A,RBM48
RAB27A,GDF9
RAB27A,KIAA1377
RAB27A,LRIF1
RGL2,KAT5
RGL2,KAT7
RGL2,UNC119
RABAC1,RABAC1
RAN,KIAA1377
RECQL5,CREB1
RECQL5,PLK1
REG1B,BAG6
RER1,HAP1
RER1,SH3GL3
RFC5,MED31
RGS1,FUNDC2
RGS1,TSC22D1
RGS2,ARFGAP1
RGS2,DYNLL1
RGS2,PARK2
RGS2,PRKCSH
RIT1,PTN
RIT1,LRIF1
RNF10,CCDC90B
RNF10,LRIF1
RNF10,UTP14A
RBM23,GTF3C1
RBM23,POLA2
RBM23,PTN
SNUPN,ENO2
RPL22,CSE1L
RPL35A,SH3GL3
RPL37A,LRIF1
RPL9,RPS3
RPS10,HIP1
RPS10,KAT7
RPS3A,EDEM2
RPS3A,SAP18
RPS3A,SOD2
RRAS2,XRCC6
RRM1,LRIF1
SGSM2,CA12
SGSM2,CHD3
SGSM2,EGFR
SGSM2,GDPD2
S100A10,SETDB1
S100A4,BAG6
S100A4,UNC119
S100A8,CHGB
S100A8,GDF9
S100A8,IGSF21
S100A8,TP53
UTP3,HAP1
SAT1,B4GALT3
SAT1,PLGRKT
SAT1,CHD3
SAT1,DGKZ
SAT1,GBP2
SAT1,GDF9
SAT1,FUNDC2
SAT1,LUC7L2
SAT1,CCDC90B
SAT1,SEPHS1
PHACTR3,EEF1G
SDCCAG3,CHD3
SDCCAG3,GIT1
SDCCAG3,VIM
SELENBP1,POLDIP2
SEPHS1,SLC35F6
SEPHS1,IGSF21
SEPHS1,UNC119
SERPINB9,ECH1
SERPINB9,GBP2
SERPINB9,GDF9
SERPINB9,PLEKHM1
SETMAR,SETMAR
SFPQ,SFPQ
SHMT1,PIM1
SHPRH,FDFT1
ST3GAL3,RPL8
ECSIT,IMMT
SLC25A6,CHGB
SLC2A1,COPS6
SMN1,COPS6
SMN1,GDF9
SNAPIN,GPRASP1
SNAPIN,KIF5C
SNAPIN,SPAG5
SNCAIP,PTN
SNRPB,C14orf1
SNRPB,PSMA3
SNRPD2,KAT5
SNRPG,GDF9
SNTA1,XRCC6
SPG7,LRIF1
SPTAN1,TSSC4
PRSS23,ODF2L
PRSS23,NOC4L
PRSS23,PDPK1
PRSS23,RACGAP1
PRSS23,SLC25A6
SQSTM1,SQSTM1
SSR1,DKC1
SSR1,UTP14A
STC2,PTN
STMN2,GPRASP1
STRN4,KLHDC2
STX11,PSMA3
STX1A,VIM
STX5,APLP1
STX5,COPS6
STX5,IMMT
STX5,LRIF1
SULT1E1,COPS6
SULT1E1,RBM48
SULT1E1,IGSF21
SYN1,KAT5
SYN1,SYN1
SYN1,VIM
TAC1,BAG6
TAC3,FEZ1
TAC3,GPRASP1
TAC3,IKBKAP
TAC3,PTN
TAC3,UBR1
TADA3,HSPA8
TADA3,RFX1
TBC1D17,GTF3C1
TBRG4,PTN
TCEA2,MARK3
TCEA2,CAMKV
TDGF1,ANG
TDGF1,COPS6
TDGF1,GDF9
TDGF1,LRIF1
TERF1,UTP14A
TERF1,TINF2
TFCP2,CASP8
TFG,C14orf1
TFG,GPRASP1
TFG,GBP2
TGIF1,LRIF1
NELFCD,DNAJA1
NELFCD,GSTM4
NELFCD,HDAC11
THAP8,SETDB1
TK1,GDF9
TK1,CCDC90B
TK1,PTPRK
TSPAN6,LRIF1
TNFRSF10C,ZHX1
TNFRSF14,CHD3
TNFRSF14,VIM
FAS,LRIF1
TNFSF10,RBM48
CELF3,SOBP
TOE1,RPS3A
TOE1,SH3GL3
TOLLIP,SETDB1
TOLLIP,ZHX1
TOLLIP,ZBTB16
PBK,KIAA1377
TP53BP2,MRPL20
TPD52L1,YAE1D1
TPD52L1,EIF3J
TPI1,SETDB1
TRBV2,IGSF21
TRBV2,LRIF1
TRBV2,SETDB1
TRIM28,SPG7
TRIM28,VIM
TRIP13,CRMP1
TRIP13,TRIP13
TSC22D1,APLP1
TSC22D1,MAP3K12
TSC22D1,TSC22D1
TTR,FEZ1
TUBB2A,RIC8A
TUBB3,ARHGEF7
TUBB3,GABARAP
TUBB3,RILPL2
EFTUD2,ARPC3
UBC,UCHL1
UBA3,CHD3
UBE2V2,LRIF1
UCK1,UCK1
ULK2,NASP
USP13,MYO15A
VIM,VIM
WDR33,KAT7
WDR33,PFN2
WDR33,UTP14A
WDR33,SH3GL3
WDR33,ZHX1
WDR33,ZBTB16
XRCC4,CHD3
XRCC4,VIM
XRCC4,XRCC4
ZCCHC10,EEF1A1
ZCCHC10,LUC7L2
ZCCHC10,TP53
ZEB2,COPS6
ZNF20,HAP1
ZNF7,TADA3
ACTG1,SH3GL2
AGR2,MED31
AGR2,CRMP1
AKR1C3,LRIF1
ALDH2,CRMP1
ANKRD24,EEF1A1
ANKRD24,LRIF1
ANXA3,TP53
ANXA3,UBR1
ANXA3,UNC119
KDM1A,GDF9
TXNDC9,FEZ1
TXNDC9,IKBKAP
TXNDC9,IMMT
TXNDC9,PTN
ARF1,EEF1G
ARL4D,SNRPN
ARL15,PDE6D
ARL15,PTN
ARL15,RPL8
ARL15,TFG
ARL15,TUBB2A
ARHGDIA,FEN1
ARIH2,ARAP1
ARIH2,DLST
ARIH2,KAT5
ARIH2,SCAMP2
ARIH2,UTP14A
ARL3,PDE6D
ARL3,LRIF1
ARL3,TLE1
ARL3,TP53
ARL3,UBR1
ARL3,UNC119
SRRT,CHD3
SRRT,GIT1
SRRT,VIM
ASCC2,KDM1A
ASCC2,ASS1
ASCC2,FBP1
ASCC2,POLA2
ASCC2,OLA1
ATF3,TP53
ATP5C1,PNO1
ATP5C1,POLA2
ATP5C1,PTN
ATP5J2,HAP1
ATP5J2,RPLP1
ATP6V1E1,XRCC6
AXIN1,ANP32A
BAG6,IMMT
BCAR1,HSPA5
BCR,TP53
BCR,UNC119
BHLHE40,BRD7
BHLHE40,SETDB1
BHLHE40,VIM
BMI1,KAT5
BMI1,LRIF1
BTBD2,COPS6
BTBD2,RBM48
BTBD2,SETDB1
BTBD2,UBR1
LINC00341,ATG4B
LINC00341,KBTBD7
LINC00341,SQSTM1
YLPM1,CHGB
UBQLN4,RXRA
TRIB3,COPS6
TRIB3,GDF9
TRIB3,GIT1
TRIB3,SETDB1
FAM134A,CHD3
FAM134A,KIAA1377
GET4,KAT5
YAE1D1,CHD3
YAE1D1,KIAA1377
CAPZB,PTN
CASP8,VIM
CBX1,LRIF1
CBX8,EEF1G
CBX8,KAT5
CBX8,KAT7
CBX8,UNC119
CCL18,TLE1
CCT5,IKBKAP
CCT5,IMMT
CCT5,TP53
CCT7,MED31
CCT7,KAT5
CD81,ZBTB16
CDC42,C14orf1
CDC42,PDE6D
CDC42,UBR1
CDK4,BAG6
CDK4,SETDB1
CDK5RAP2,C14orf1
CDK5RAP2,HAP1
CDK5RAP2,KAT5
CDK5RAP2,LUC7L2
CDKN2B,KIAA1377
CDKN2C,RBM48
CDKN2C,DRAP1
CDKN2C,TLE1
CETN3,PDE6D
CETN3,LRIF1
CETN3,UNC119
CCDC53,LUC7L2
CCDC53,PTN
CHD3,IMMT
CKMT2,LRIF1
CKMT2,UNC119
COPS7A,TOM1L1
COX17,C14orf1
COX17,EEF1A1
COX17,TP53
CPE,POLDIP2
CREB1,VIM
CRELD1,COPS6
CRELD1,EEF1G
CRELD1,GDF9
CRELD1,PTN
CRELD1,SETDB1
CSNK2A1,ZHX1
CSTF2,FEZ1
CSTF2,KAT5
CSTF2,IKBKAP
CSTF2,IMMT
CELF1,TOM1L1
DDX11,KAT7
DDX24,GIT1
DDX24,POLA2
DKC1,EEF1G
NAT9,C14orf1
NAT9,KIAA1377
DLEU1,MED31
DLEU1,COPS6
DLEU1,KAT5
DLEU1,KIAA1377
DLEU1,UTP14A
DLEU1,TP53
DLEU1,TUBB4B
DLEU1,UBR1
DNAJB11,PTN
DNAJB11,UBR1
DNAJB9,PLK1
DYNLL1,C14orf1
DYNLL1,ZHX1
DNM1,KIAA1377
TRDMT1,EEF1A1
TRDMT1,LRIF1
TRDMT1,SETDB1
ATN1,KAT7
EEF1D,EEF1D
EGR2,MED31
EIF2S2,APLP1
EIF2S2,CCDC90B
EIF3F,PTN
ENO2,NAT9
ENO2,HK1
ENO2,TUBA4A
EPN1,MED31
EPN1,CRMP1
ERH,MED31
ERH,RBM48
ERH,SETDB1
ERH,UNC119
EZH2,POLA2
FBP1,FBP1
FEN1,EEF1G
FGFR3,KIAA1377
FGFR3,RPL8
FGFR3,SLC25A6
ENOX1,EEF1G
MAP7D1,COPS6
SLC25A36,PTN
NADK,EEF1G
SDHAF2,EEF1A1
SDHAF2,IKBKAP
ROGDI,COPS6
ROGDI,KIAA1377
FTH1,BRD7
FTH1,CRMP1
FTH1,UBR1
FTL,FTL
AKTIP,GTF3C1
AKTIP,IMMT
AKTIP,POLA2
FUBP1,CRMP1
FXR1,C14orf1
FXR1,LUC7L2
FXR1,LRIF1
FXYD6,TLE1
FXYD6,TP53
FXYD6,UNC119
GIPC2,IGSF21
GIPC2,SETDB1
GIPC2,UNC119
GNB5,MCM2
GOLM1,FTH1
GPD1,PTN
GPS2,CHD3
GPS2,SETDB1
GSTM4,LRIF1
GSTM4,TLE1
GSTM4,TP53
GSTM4,UNC119
GSTO1,KAT5
GSTO1,SETDB1
GSTP1,PTN
HABP4,CHD3
LAMTOR5,EEF1A1
LAMTOR5,GAPDH
LAMTOR5,GIT1
LAMTOR5,KIAA1377
LAMTOR5,LRIF1
HLA-DQA1,LRIF1
HLA-DQA1,TLE1
HLA-DQA1,UNC119
HMG20B,VIM
HMGB1,LRIF1
HMGB1,UNC119
HMOX2,MED31
HMOX2,GIT1
HMOX2,KIAA1377
HMOX2,LRIF1
HNRNPH1,CRMP1
HNRNPR,PRMT1
HNRNPUL1,C14orf1
HNRNPUL1,MED31
HNRNPUL1,CRMP1
HNRNPUL1,PRPF40A
PRMT1,MED31
PRMT1,PRMT1
HSPA8,ERH
HSPA8,FBP1
HSPA8,UBC
HSPB1,MED31
HSPB1,RBM48
HSPB1,LRIF1
HSPB1,TP53
HSPB3,UNC119
HSPE1,APLP1
HSPE1,ZHX1
CCDC106,C14orf1
CCDC106,RBM48
ID2,LRIF1
ID2,UNC119
IK,CHD3
IK,KAT5
EIF6,ACTG1
EIF6,ENOX1
EIF6,GIT1
EIF6,HIP1
EIF6,POLA2
ITSN1,EEF1A1
ITSN1,KIF5A
ITSN1,UNC119
KIF15,CHD3
KIF15,VIM
LAMA4,COPS6
LAMA4,PTN
LAMA4,UBR1
LAMA4,ZHX1
LMNA,KAT5
NDUFA4L2,SLC35F6
LRRC1,CRMP1
LRRC1,KIAA1377
LUC7L2,CHD3
LUC7L2,KIAA1377
LUC7L2,PTN
LYAR,ZHX1
LYAR,ZBTB16
MAD2L1BP,EEF1A1
MAD2L1BP,KAT5
MAD2L1BP,PTN
MAD2L1BP,SETDB1
MAFG,CHD3
MAN2A2,CHD3
MAN2A2,VIM
MAP1LC3B,ATG4B
MAP1LC3B,KBTBD7
MAP1LC3B,SQSTM1
MAPK10,GTF3C1
MAPK10,UNC119
MAPK9,KIAA1377
MARK3,TTR
FAM173A,BAG6
FAM173A,KAT5
PGAM5,ZBTB16
MPHOSPH6,LRIF1
MPHOSPH6,UNC119
MPHOSPH6,ZHX1
MRPL12,MRPL12
MRPL42,EEF1A1
MRPL44,SETDB1
MRPL44,VIM
MRPS12,C14orf1
MRPS12,CRMP1
MRPS12,UNC119
NACA,CCDC90B
NACA,IGSF21
NACA,ZHX1
NAP1L5,KAT5
NCK2,EEF1G
NDUFB9,HAP1
NDUFB9,IMMT
NDUFV2,CRMP1
CRCT1,CHD3
CRCT1,TLE1
CRCT1,VIM
NME3,NME2
PNP,CCDC90B
PNP,TP53
PNP,ZHX1
NSF,KIAA1377
NSF,LUC7L2
NUDT3,RPL8
NUDT3,RPLP1
P4HB,PTN
PAEP,EEF1A1
PAEP,XRCC6
PAFAH1B2,RPLP0
PAFAH1B3,C14orf1
PAFAH1B3,COPS6
PAFAH1B3,XRCC6
PAFAH1B3,SETDB1
PAFAH1B3,ZHX1
PAFAH1B3,ZBTB16
PAICS,CHD3
SERBP1,CHD3
SERBP1,VIM
PAK4,DLST
PAPSS1,EEF1A1
PAPSS1,UNC119
PCDHA4,APLP1
PCDHA4,EEF1A1
PCDHA4,CCDC90B
PCDHA4,LRIF1
PCDHA4,SETDB1
PDCD5,KAT5
PDCD5,KIAA1377
PDCD5,LRIF1
PDCD5,UTP14A
PFDN1,MED31
PFDN1,GIT1
PFDN1,HAP1
PFDN1,KIAA1377
PFDN1,LRIF1
PFDN1,RPLP1
PFN1,CRMP1
PFN1,LRIF1
PFN1,UNC119
PHC2,SCMH1
PMF1,COPS6
PMF1,GIT1
Sep-05,PFN2
POLB,KAT7
POLE2,C14orf1
POLE2,EEF1A1
POLE2,KAT5
POLE2,TLE1
POLR2C,C14orf1
POLR2C,EEF1A1
POLR2C,SMARCC2
POLR2C,STC2
POLR3F,KAT5
POLR3F,STC2
PPA1,SETDB1
PQBP1,MED31
PQBP1,EEF1A1
PRDX1,GAPDH
MOB4,MCM2
MOB4,PAICS
MOB4,PTPRS
MOB4,LRIF1
PRKRA,COPS6
PRKRA,GDF9
PRKRA,PRKRA
PRKRA,SETDB1
PSG9,EEF1A1
PSG9,LRIF1
PSMD11,COPS6
PSMD11,HAP1
PSMD11,SETDB1
PSMD11,ZHX1
PSME1,CHD3
PTPN4,KAT5
PTPRS,KAT5
PTPRS,TUBB2A
PTPRS,UBR1
PEX2,C14orf1
PEX2,TLE1
RABAC1,VIM
RABIF,UTP14A
RAD51,VIM
RBM5,LRIF1
RFC5,COPS6
RFC5,RBM48
RFC5,EEF1A1
RGS2,DDR1
RGS2,HSPA8
RNF10,EEF1A1
RNF10,SETDB1
RNF10,TLE1
SNUPN,PEX5
RPA2,COPS6
RPA2,RBM48
RPL18A,RPL36
RPL29,CHD3
RPLP1,XRCC6
RPS10,PFN2
RPS21,RPSA
RPS25,HAP1
RPS28,EEF1G
SGSM2,PNO1
SGSM2,MPP1
SGSM2,FNBP1L
S100A8,LRIF1
S100A8,UNC119
SAFB,CHD3
UTP3,PTN
UTP3,ZHX1
SAT1,APLP1
SAT1,MED31
SAT1,COPS6
SAT1,EPHB6
SAT1,KCNA4
SAT1,KAT7
SAT1,PTN
SAT1,UTP14A
SAT1,SETDB1
SAT1,TUBB2A
SAT1,ZHX1
SEPHS1,C14orf1
SEPHS1,CRMP1
SERPINB9,C14orf1
SERPINB9,COPS6
SERPINB9,PRPF40A
SERPINB9,XRCC6
SERPINB9,CCDC90B
SERPINB9,IGSF21
SERPINB9,SETDB1
SERPINB9,ZHX1
SFPQ,UBC
UBC,SFPQ
SH3GL1,SH3GL3
SHPRH,FBXW7
SIRT6,VIM
SLC27A6,GNB2L1
SMN1,BAG6
SMN1,UNC119
SUMO3,VIM
SUMO2,VIM
SNAP25,STX11
SNAPIN,EEF1G
SNAPIN,HAP1
SNAPIN,KAT5
SNAPIN,IMMT
SNAPIN,KAT7
SNRPD2,EEF1G
SNRPF,PSMA3
SNRPG,C14orf1
SNRPG,COPS6
SNRPG,CRMP1
SNRPG,KIAA1377
SNRPG,TLE1
SNRPN,LRIF1
SNRPN,SH3GL3
SOCS3,PIN1
PRSS23,FXR1
PRSS23,RPL4P5
SRC,KHDRBS1
SSR1,EEF1A1
SSR1,PTN
STMN2,EEF1A1
STUB1,KHDRBS1
STX5,BAG6
STX5,HAP1
STX5,TP53
SULT1E1,EEF1A1
SULT1E1,LRIF1
SULT1E1,SETDB1
TAF9,RBM48
TARDBP,SETDB1
TARDBP,ZHX1
TERF1,GIT1
TERF1,PFN2
TERF1,ZHX1
TFG,CRMP1
TFG,KIAA1377
TFG,TFG
TGIF1,MED31
TGIF1,EEF1A1
NELFCD,MTA1
TIMP1,RECQL5
TK1,APLP1
TK1,C14orf1
TK1,COPS6
TK1,RBM48
TK1,DRAP1
TK1,SETDB1
TK1,TUBB2A
TM4SF1,DDR1
TMPRSS3,RXRA
FAS,EEF1A1
TNNT3,HAP1
CELF3,TLE1
TOMM20,FEZ1
TOMM20,HAP1
PBK,GPS2
TP53BP2,EEF1A1
TP53BP2,KIF5A
TP53BP2,PTN
TP53BP2,UTP14A
TP53BP2,UNC119
TP53I3,EEF1G
TP53I3,UBR1
TRIM28,CHD3
TTR,CHD3
TTR,SETDB1
TTR,VIM
TUBB3,DDX39B
TUBB3,HEXDC
TUBB3,KHDRBS1
TUBB3,TF
UBE2B,MED31
UBE2B,UNC119
UBE2I,UNC119
UBE2V2,IGSF21
ULK2,LUC7L2
ULK2,SETDB1
USP13,MRPL20
USP13,FNBP1L
VIM,KAT7
VIM,LRIF1
WDR33,GIT1
WDR33,PRMT1
WDR33,TP53
YWHAZ,XRCC6
ZFP64,SETDB1
ZFP64,UNC119
ZNF24,APLP1
ZNF24,C14orf1
ZNF24,COPS6
ZNF24,HAP1
ZNF24,UTP14A
ZNF24,SETDB1
ZBTB45,MED31
ACTG1,PFN2
ALDH2,C14orf1
ANKRD24,UNC119
TXNDC9,CHD3
TXNDC9,KIAA1377
TXNDC9,SETDB1
ARL4D,EIF2B1
ARL4D,TLE1
ARL4D,UBR1
ARL4D,UNC119
ARL15,CRMP1
ARL15,GAPDH
ARL15,UNC119
ARIH2,KIAA1377
ARIH2,PTN
ARIH2,RPL8
ARIH2,TP53
ARPC3,BAG6
ASCC2,MED31
ASCC2,RPA1
ATP5C1,MPP1
ATP6V1E1,ATP6V1G1
AXIN1,CRMP1
AXIN1,EEF1A1
BAG6,IKBKAP
BAG6,SETDB1
BHLHE40,CHD3
BHLHE40,ZHX1
BTBD2,CRMP1
BTBD2,GAPDH
BTBD2,TLE1
BTBD2,TP53
BTBD2,UNC119
UBQLN4,EEF1A1
UBQLN4,UNC119
TRIB3,RBM48
TRIB3,EEF1G
TRIB3,KAT5
GET4,EEF1G
GET4,KIAA1377
CCL18,CRMP1
CCL18,TP53
CCL18,UNC119
CCT7,CRMP1
CDC42,LRIF1
CDC42,TP53
CDK4,CAPNS1
CDK5RAP2,CRMP1
CDK5RAP2,RBM48
CDKN2C,LRIF1
CKS2,EEF1A1
CKS2,UNC119
COX17,LRIF1
CPE,RPA1
CPE,UTP14A
NUDT21,RBM48
NUDT21,KIAA1377
NUDT21,RPLP1
CREB1,CHD3
CSTF2,BAG6
CSTF2,C14orf1
DDR1,SNAPIN
DDR1,TTR
NAT9,CRMP1
DLST,ZHX1
DLST,ZBTB16
DYNLL1,EEF1A1
TRDMT1,UNC119
ATN1,TLE1
EEF1A1,PFN2
EEF1D,CRMP1
EEF1G,MED31
EEF1G,ECH1
EEF1G,RECQL5
RECQL5,EEF1G
EIF2S2,TLE1
EIF2S2,TP53
EIF2S2,UNC119
EIF3F,EEF1A1
ERH,TLE1
AKTIP,RPA1
FUBP1,CHD3
FUBP1,VIM
GABARAP,ATG4B
GIPC2,PTN
GNB2L1,PTN
GOLM1,GNB2L1
GSTO1,RBM48
GSTO1,EEF1G
GSTO1,KIAA1377
HMOX2,EEF1G
HNRNPH3,C14orf1
HNRNPH3,KAT5
HNRNPH3,UTP14A
PRMT1,LRIF1
HSPE1,CRMP1
HSPE1,LRIF1
HSPE1,TLE1
HSPE1,UNC119
CCDC106,CRMP1
EIF6,ALDH2
EIF6,KIAA1377
EIF6,PSME1
KARS,EEF1G
KIF15,KIAA1377
LAMA4,BRD7
LAMA4,MED31
LAMA4,GAPDH
LAMA4,LRIF1
LAMA4,TP53
LAMA4,TUBB2A
LAMA4,UNC119
RPL4P5,EEF1G
HGH1,MED31
HGH1,PTN
HGH1,RPA1
LSM2,C14orf1
LSM2,CRMP1
LSM3,GDF9
MAD2L1BP,TP53
RSRC1,EEF1A1
RSRC1,GDF9
RSRC1,LSM2
RSRC1,UTP14A
MPHOSPH6,TLE1
MPHOSPH6,TP53
MRPS12,LRIF1
NACA,LRIF1
NHP2L1,CDKN2C
PNP,APLP1
PNP,LRIF1
NSF,C14orf1
NSF,RPLP1
PAFAH1B3,MED31
PAFAH1B3,RBM48
PAFAH1B3,GAPDH
PAFAH1B3,LRIF1
PAFAH1B3,TLE1
PAFAH1B3,TP53
PAFAH1B3,TUBB2A
PAFAH1B3,UNC119
PAICS,PAICS
PCDHA4,GAPDH
PCDHA4,TLE1
PCDHA4,TP53
PCDHA4,UNC119
PDCD5,EEF1G
POLR2C,LRIF1
POLR3F,C14orf1
POLR3F,LRIF1
PPA1,TP53
PPA1,UNC119
PPP2CA,PTN
PSMA6,PSMA3
PSMD11,MED31
PSMD11,EEF1G
PSMD11,GAPDH
PSMD11,PTN
PSMD11,LRIF1
PSMD11,TLE1
PSMD11,TP53
PSMD11,TUBB2A
PSMD11,UNC119
PSMD11,ZBTB16
PSMD2,LRIF1
PSMD2,UNC119
PSMD2,ZBTB16
PTPN4,EEF1A1
PTPRS,PTN
PTS,PTS
RGL2,CRMP1
RGL2,EEF1G
RABAC1,TUBB2A
RAD51,CHD3
RFC5,LRIF1
RFC5,UNC119
RGS2,GIT1
RBM23,RPA1
RPA2,RPLP1
RPA2,UNC119
RPLP1,PTN
RPLP1,LRIF1
SGSM2,PTN
RXRG,PPARA
SAT1,C14orf1
SAT1,CRMP1
SAT1,RBM48
SAT1,HSPE1
SAT1,KAT5
SAT1,KIAA1377
SAT1,LRIF1
SAT1,TP53
SAT1,UNC119
SELENBP1,RPA1
SERPINB9,MED31
SERPINB9,RBM48
SERPINB9,GAPDH
SERPINB9,LRIF1
SERPINB9,TLE1
SERPINB9,TP53
SERPINB9,TUBB2A
SERPINB9,UBR1
SERPINB9,UNC119
SGTA,PFN2
PUF60,CHD3
PUF60,VIM
SIRT6,CHD3
ECSIT,SETDB1
SLC25A6,VIM
SLC27A6,CHD3
SMN1,LRIF1
SNAP25,STX1A
STX1A,SNAP25
SNAPIN,IKBKAP
SNRPN,TP53
PRSS23,ACTG1
PRSS23,PPIA
SULT1E1,TP53
SULT1E1,UNC119
TADA3,SAP18
TAF9,EEF1A1
TIMP1,ECH1
TIMP1,EEF1B2
TK1,CRMP1
TK1,GAPDH
TK1,LRIF1
TK1,TLE1
TK1,TP53
TK1,UNC119
TMPRSS3,EEF1A1
FAS,CRMP1
TOMM20,KIAA1377
TOMM20,PTN
TSC22D1,SETDB1
TTR,EEF1A1
TTR,IKBKAP
TUBB2A,CHGB
TUBB4B,DLST
TUBB4B,PSME1
UBE2B,CRMP1
UBE2B,UBR1
WDR33,RBM48
WDR33,EEF1G
YWHAZ,KIAA1377
ZNF24,RBM48
ZNF24,KAT5
ZNF24,KIAA1377
ZNF24,LRIF1
ZNF24,UNC119
ZNF24,ZBTB16
ARIH2,EEF1A1
ARIH2,EEF1G
ARIH2,UBE2L3
ARPC5L,ARPC4
ASCC2,EEF1D
ASCC2,RPLP1
ASCC2,SNW1
BTBD2,BRD7
BTBD2,EEF1A1
UBQLN4,PTN
CAPZB,BCCIP
CCL18,EEF1A1
CCT7,EEF1G
CDC42,EEF1G
CDC42,UNC119
CDK4,CDKN2B
CDK5RAP2,EEF1G
CDKN2C,TP53
CDKN2C,UNC119
COPE,COPA
COX17,UNC119
CPE,MED31
CPE,LRIF1
CSTF2,CHD3
CSTF2,EEF1G
CSTF2,KIAA1377
DLEU1,EEF1A1
DLEU1,EEF1G
ATN1,VIM
ERH,TP53
